%  ' depth(m)'	   'Vp'		'Vs'	   'rho'	'GR'	    'nphi' 
   2368.1924      3.0512      1.3472      2.1564     62.4298       .3148
   2368.3447      3.0562      1.3504      2.1626     59.7882       .3068
   2368.4973      3.0523      1.3669      2.1711     60.0613       .3098
   2368.6497      3.0695      1.3666      2.1803     61.3859       .3034
   2368.8020      3.0673      1.3798      2.1836     63.6590       .3039
   2368.9543      3.0769      1.3805      2.1831     62.2927       .2888
   2369.1067      3.0632      1.4164      2.1846     60.5761       .2857
   2369.2593      3.1567      1.4164      2.1918     60.2689       .2823
   2369.4116      3.0047      1.3783      2.1888     61.2761       .2803
   2369.5640      3.0105      1.3761      2.1953     63.3334       .2783
   2369.7163      2.9907      1.3770      2.2013     63.7635       .2750
   2369.8689      2.9973      1.3830      2.2107     63.2654       .2697
   2370.0212      3.0085      1.3855      2.2167     66.3710       .2735
   2370.1736      3.0348      1.3818      2.2572     75.0792       .3047
   2370.3259      3.0555      1.3811      2.3002     83.7041       .3485
   2370.4785      3.0960      1.4449      2.3381     85.0262       .3571
   2370.6309      3.1330      1.4453      2.3260     77.5238       .3401
   2370.7832      3.1249      1.4683      2.3035     74.7184       .3057
   2370.9355      3.1058      1.4683      2.2920     73.6463       .3000
   2371.0879      3.1832      1.4772      2.2807     75.9781       .2968
   2371.2405      3.1699      1.5138      2.2613     73.2147       .2991
   2371.3928      3.1638      1.5094      2.2361     72.8440       .3004
   2371.5452      3.1059      1.4512      2.2267     69.9541       .2933
   2371.6975      3.1205      1.5105      2.2199     67.3925       .2866
   2371.8501      3.1880      1.4636      2.2119     64.8650       .2816
   2372.0024      3.1886      1.5029      2.2066     68.1259       .2852
   2372.1548      3.1220      1.5109      2.2086     68.9572       .2883
   2372.3071      3.1754      1.4891      2.2116     69.7092       .2866
   2372.4597      3.1100      1.4616      2.2056     67.8000       .2836
   2372.6121      3.0783      1.4616      2.2020     68.8169       .2868
   2372.7644      3.0609      1.4243      2.2013     68.6622       .2802
   2372.9167      3.0556      1.4229      2.2124     69.1185       .2835
   2373.0691      3.0808      1.4295      2.2221     71.5592       .2813
   2373.2217      3.0962      1.4317      2.2410     74.2004       .3020
   2373.3740      3.1385      1.4383      2.2513     73.3596       .2939
   2373.5264      3.1569      1.4330      2.2458     71.4259       .2875
   2373.6787      3.1431      1.4210      2.2275     68.9607       .2821
   2373.8313      3.1117      1.4976      2.2253     68.9171       .2840
   2373.9836      3.0663      1.4963      2.2403     70.7223       .2968
   2374.1360      3.0535      1.4918      2.2432     74.8653       .2939
   2374.2883      3.0620      1.4805      2.2309     76.6292       .3046
   2374.4409      3.0689      1.4805      2.2034     73.2944       .3076
   2374.5933      3.1486      1.4812      2.1904     70.0221       .3091
   2374.7456      3.1424      1.4984      2.1871     66.3766       .3018
   2374.8979      3.1550      1.5094      2.1967     66.9427       .2968
   2375.0503      3.1660      1.5182      2.2060     64.3848       .2851
   2375.2029      3.0996      1.5375      2.2143     64.9802       .2959
   2375.3552      3.1334      1.5515      2.2197     64.0781       .2863
   2375.5076      3.1364      1.5654      2.2229     63.6417       .2913
   2375.6599      3.0982      1.5779      2.2161     63.2627       .2743
   2375.8125      3.0414      1.5789      2.2066     68.4308       .2885
   2375.9648      3.0208      1.5813      2.2042     71.7806       .2938
   2376.1172      3.0135      1.5813      2.2047     75.4887       .3000
   2376.2695      3.0183      1.5366      2.1948     71.8706       .2932
   2376.4221      3.0116      1.5110      2.1805     68.5865       .2984
   2376.5745      3.0630      1.5314      2.1710     64.5872       .2978
   2376.7268      3.0506      1.4904      2.1695     59.4597       .2922
   2376.8792      3.0464      1.4725      2.1781     59.5926       .2839
   2377.0315      3.1241      1.4657      2.1813     59.7530       .2967
   2377.1841      3.1441      1.4714      2.1809     61.4683       .3020
   2377.3364      3.1309      1.4725      2.1852     61.7621       .3092
   2377.4888      3.1018      1.4734      2.1914     63.7198       .3022
   2377.6411      3.1014      1.4589      2.1955     65.2551       .3039
   2377.7937      3.0973      1.4589      2.1995     64.7845       .2915
   2377.9460      3.0970      1.4354      2.2011     62.2128       .3062
   2378.0984      3.0977      1.4257      2.2008     60.9965       .2982
   2378.2507      3.0969      1.4267      2.1987     59.0236       .3139
   2378.4033      3.1186      1.3741      2.1968     58.9071       .2883
   2378.5557      3.1094      1.3655      2.1902     58.4271       .3026
   2378.7080      3.0988      1.3556      2.1881     60.9404       .2871
   2378.8604      3.0929      1.3871      2.1881     63.1281       .2956
   2379.0127      3.0759      1.3778      2.1842     66.5994       .2785
   2379.1653      3.0785      1.3795      2.1838     66.1555       .2701
   2379.3176      3.1092      1.3833      2.1820     63.9678       .2701
   2379.4700      3.1067      1.3817      2.1891     62.1455       .2761
   2379.6223      3.0907      1.3817      2.1940     61.5415       .2970
   2379.7749      3.0854      1.3840      2.1979     62.8824       .2932
   2379.9272      3.0662      1.3869      2.1983     64.5549       .3008
   2380.0796      3.0461      1.3895      2.2003     65.6720       .3026
   2380.2319      3.0483      1.3853      2.2058     62.9771       .3195
   2380.3845      3.0452      1.3811      2.2102     63.7246       .3179
   2380.5369      3.0134      1.3852      2.2030     62.9231       .3081
   2380.6892      3.0105      1.3840      2.1909     66.3183       .2968
   2380.8416      3.0180      1.4099      2.1788     64.4742       .3021
   2380.9939      3.0432      1.4130      2.1753     65.2870       .3032
   2381.1465      3.0404      1.4094      2.1816     63.2173       .3070
   2381.2988      3.0472      1.4094      2.1921     62.9546       .3057
   2381.4512      3.0431      1.4071      2.1870     62.5076       .2998
   2381.6035      3.0459      1.4057      2.1807     62.2520       .2917
   2381.7561      3.0822      1.4280      2.1865     61.5571       .2847
   2381.9084      3.0996      1.4262      2.1897     62.3181       .2922
   2382.0608      3.1026      1.4456      2.1854     62.5179       .2966
   2382.2131      3.1143      1.4524      2.1775     63.9731       .2945
   2382.3655      3.1159      1.4575      2.1697     62.7829       .2938
   2382.5181      3.1136      1.4605      2.1735     61.7851       .2817
   2382.6704      3.1055      1.4545      2.1756     62.4050       .2801
   2382.8228      3.0748      1.4419      2.1836     64.8820       .2718
   2382.9751      3.0516      1.4419      2.1818     68.8794       .2829
   2383.1277      3.0326      1.4328      2.1785     68.2308       .2799
   2383.2800      3.0262      1.4397      2.1652     68.3041       .2905
   2383.4324      3.0263      1.4271      2.1567     68.3041       .2977
   2383.5847      3.0438      1.4267      2.1555     69.7679       .3029
   2383.7373      3.0413      1.4192      2.1680     68.5269       .3028
   2383.8896      3.0761      1.4181      2.1782     68.3604       .2990
   2384.0420      3.0907      1.4230      2.1770     67.4780       .2997
   2384.1943      3.0948      1.4273      2.1795     68.3535       .3036
   2384.3467      3.0688      1.4209      2.1704     67.2354       .2997
   2384.4993      3.0695      1.4143      2.1700     66.4746       .3000
   2384.6516      3.0531      1.4120      2.1648     64.7275       .3009
   2384.8040      3.0775      1.4120      2.1675     65.3149       .2968
   2384.9563      3.0796      1.4061      2.1649     63.1393       .2911
   2385.1089      3.0351      1.3990      2.1691     62.4174       .2871
   2385.2612      3.0404      1.3966      2.1687     58.4843       .2878
   2385.4136      3.0145      1.3656      2.1685     58.6541       .2899
   2385.5659      3.0060      1.3584      2.1651     58.7420       .2899
   2385.7185      2.9905      1.3518      2.1582     61.0961       .2967
   2385.8708      2.9857      1.3712      2.1548     60.3102       .3078
   2386.0232      3.0162      1.3805      2.1492     61.0684       .3043
   2386.1755      3.0180      1.3774      2.1519     60.0232       .3057
   2386.3279      3.0281      1.3856      2.1558     61.4886       .3018
   2386.4805      3.0233      1.3856      2.1631     59.7369       .3002
   2386.6328      3.0596      1.3752      2.1648     58.7442       .3030
   2386.7852      3.0522      1.3801      2.1675     58.4990       .2956
   2386.9375      3.0218      1.3984      2.1692     58.6862       .3004
   2387.0901      3.1628      1.4119      2.1812     61.5832       .2985
   2387.2424      3.1726      1.4482      2.1864     61.9116       .3112
   2387.3948      3.2439      1.4994      2.1874     62.7770       .3106
   2387.5471      3.3210      1.5252      2.1907     59.8386       .3001
   2387.6997      3.3421      1.5545      2.2005     59.4873       .2929
   2387.8521      3.3663      1.5966      2.2132     60.5377       .2872
   2388.0044      3.3536      1.6053      2.2269     59.8774       .2712
   2388.1567      3.3051      1.5867      2.2468     57.9512       .2594
   2388.3091      3.2815      1.5833      2.2515     54.7375       .2620
   2388.4617      3.2436      1.5851      2.2469     54.0282       .2786
   2388.6140      3.1677      1.5639      2.2364     54.8539       .2891
   2388.7664      3.1289      1.4897      2.2346     55.0737       .2839
   2388.9187      3.1234      1.4655      2.2379     56.9491       .2814
   2389.0713      3.0659      1.4505      2.2271     56.0241       .2717
   2389.2236      3.0556      1.4254      2.2136     58.8500       .2800
   2389.3760      3.0371      1.4000      2.1987     60.6829       .2870
   2389.5283      3.0300      1.4311      2.1891     63.7776       .2981
   2389.6809      3.0320      1.4060      2.1815     65.0407       .2924
   2389.8333      3.0361      1.3673      2.1789     67.8459       .2884
   2389.9856      3.0199      1.3673      2.1699     70.3199       .2906
   2390.1379      2.9809      1.3256      2.1643     68.6669       .2961
   2390.2903      2.9776      1.3226      2.1505     65.4086       .3121
   2390.4429      2.9821      1.3171      2.1431     64.2120       .3277
   2390.5952      2.9733      1.3136      2.1395     64.5602       .3295
   2390.7476      2.9593      1.2559      2.1441     63.7081       .3151
   2390.8999      2.9326      1.2615      2.1520     63.2390       .3052
   2391.0525      2.9141      1.2566      2.1542     63.1942       .3043
   2391.2048      2.9325      1.2697      2.1537     65.3193       .3235
   2391.3572      2.9601      1.3037      2.1558     63.0428       .3229
   2391.5095      2.9797      1.3584      2.1547     63.4993       .3187
   2391.6621      3.0071      1.3644      2.1597     60.8159       .3111
   2391.8145      3.0320      1.3644      2.1629     61.4306       .2978
   2391.9668      3.0586      1.3737      2.1711     62.2932       .3032
   2392.1191      3.0268      1.3827      2.1780     63.6181       .2938
   2392.2715      2.9918      1.3559      2.1822     65.9069       .2993
   2392.4241      2.9727      1.3489      2.1841     63.4646       .2956
   2392.5764      2.9533      1.3289      2.1889     65.6625       .2914
   2392.7288      2.9425      1.3172      2.1899     63.3842       .2905
   2392.8811      2.9569      1.3387      2.1793     62.4931       .2908
   2393.0337      2.9369      1.3348      2.1722     61.3647       .2990
   2393.1860      2.9961      1.3437      2.1668     63.5125       .3054
   2393.3384      3.0089      1.3496      2.1727     63.6572       .3054
   2393.4907      3.0066      1.3496      2.1726     61.5913       .3138
