%  'Depth (m)'	   ' t_p'  		' t_s'		'GR'		'rho' 
   2.2843237e+03   1.0815400e+02   2.4988700e+02   5.8866000e+01   2.4960000e+00
   2.2844761e+03   1.0807900e+02   2.6066500e+02   6.0207000e+01   2.5010000e+00
   2.2846284e+03   1.0811600e+02   2.6747000e+02   6.1215000e+01   2.3230000e+00
   2.2847808e+03   1.0826100e+02   2.7266100e+02   6.0816000e+01   2.1570000e+00
   2.2849333e+03   1.0843000e+02   2.6801900e+02   6.1037000e+01   2.1110000e+00
   2.2850857e+03   1.0834200e+02   2.5855700e+02   6.2638000e+01   2.1190000e+00
   2.2852380e+03   1.0828900e+02   2.4964800e+02   6.4858000e+01   2.1190000e+00
   2.2853904e+03   1.0828000e+02   2.4020000e+02   6.5432000e+01   2.1190000e+00
   2.2855427e+03   1.0837200e+02   2.3473000e+02   6.3735000e+01   2.1240000e+00
   2.2856953e+03   1.0849400e+02   2.3205300e+02   6.2473000e+01   2.1270000e+00
   2.2858477e+03   1.0851700e+02   2.3226700e+02   6.1661000e+01   2.1250000e+00
   2.2860000e+03   1.0843700e+02   2.3316800e+02   6.0175000e+01   2.1270000e+00
   2.2861523e+03   1.0823600e+02   2.3405400e+02   5.9239000e+01   2.1300000e+00
   2.2863049e+03   1.0799500e+02   2.3437700e+02   5.9893000e+01   2.1340000e+00
   2.2864573e+03   1.0792900e+02   2.3641400e+02   5.9746000e+01   2.1380000e+00
   2.2866096e+03   1.0817300e+02   2.4196800e+02   6.0428000e+01   2.1430000e+00
   2.2867620e+03   1.0917600e+02   2.5153300e+02   6.2043000e+01   2.1460000e+00
   2.2869143e+03   1.1069400e+02   2.6286100e+02   6.3350000e+01   2.1360000e+00
   2.2870669e+03   1.1241300e+02   2.7168900e+02   6.6244000e+01   2.1410000e+00
   2.2872192e+03   1.1287200e+02   2.7613600e+02   7.2717000e+01   2.1590000e+00
   2.2873716e+03   1.1260500e+02   2.8377600e+02   8.1385000e+01   2.1730000e+00
   2.2875239e+03   1.1178100e+02   2.9229600e+02   8.6615000e+01   2.1920000e+00
   2.2876765e+03   1.1126300e+02   3.0510000e+02   8.7326000e+01   2.2260000e+00
   2.2878289e+03   1.1204800e+02   3.1057600e+02   8.5248000e+01   2.2570000e+00
   2.2879812e+03   1.1377000e+02   3.1180400e+02   8.0889000e+01   2.2660000e+00
   2.2881335e+03   1.1530700e+02   3.0947500e+02   7.6145000e+01   2.2600000e+00
   2.2882861e+03   1.1658000e+02   3.0855300e+02   7.4186000e+01   2.2590000e+00
   2.2884385e+03   1.1836600e+02   3.0797400e+02   7.3643000e+01   2.2570000e+00
   2.2885908e+03   1.1859400e+02   3.0253900e+02   7.3387000e+01   2.2460000e+00
   2.2887432e+03   1.1957500e+02   2.9934900e+02   7.4331000e+01   2.2490000e+00
   2.2888955e+03   1.2063700e+02   2.9720100e+02   7.3237000e+01   2.2830000e+00
   2.2890481e+03   1.2052400e+02   2.9707900e+02   7.5967000e+01   2.3080000e+00
   2.2892004e+03   1.1932200e+02   2.9616100e+02   8.0500000e+01   2.2860000e+00
   2.2893528e+03   1.1835900e+02   2.9155400e+02   7.8977000e+01   2.2340000e+00
   2.2895051e+03   1.1753700e+02   2.8800800e+02   7.5481000e+01   2.2060000e+00
   2.2896577e+03   1.1560800e+02   2.8555200e+02   7.3467000e+01   2.2070000e+00
   2.2898101e+03   1.1301500e+02   2.8046700e+02   7.6067000e+01   2.1960000e+00
   2.2899624e+03   1.1002600e+02   2.7819700e+02   7.6080000e+01   2.1790000e+00
   2.2901147e+03   1.0863600e+02   2.7585200e+02   6.9309000e+01   2.1730000e+00
   2.2902673e+03   1.0859800e+02   2.7844600e+02   6.4592000e+01   2.1660000e+00
   2.2904197e+03   1.1006700e+02   2.8445800e+02   6.4132000e+01   2.1640000e+00
   2.2905720e+03   1.1246100e+02   2.9133300e+02   6.5214000e+01   2.1850000e+00
   2.2907244e+03   1.1525600e+02   3.0271000e+02   7.1424000e+01   2.2200000e+00
   2.2908767e+03   1.1794400e+02   3.1312500e+02   8.2911000e+01   2.2520000e+00
   2.2910293e+03   1.2058200e+02   3.2025200e+02   8.8094000e+01   2.2630000e+00
   2.2911816e+03   1.2264000e+02   3.2673000e+02   9.1851000e+01   2.2670000e+00
   2.2913340e+03   1.2353900e+02   3.2852200e+02   8.9597000e+01   2.2490000e+00
   2.2914863e+03   1.2308200e+02   3.3103900e+02   8.5599000e+01   2.2050000e+00
   2.2916389e+03   1.2133700e+02   3.3314100e+02   8.3612000e+01   2.1810000e+00
   2.2917913e+03   1.1876100e+02   3.3497100e+02   8.3486000e+01   2.1730000e+00
   2.2919436e+03   1.1735700e+02   3.3818900e+02   8.0432000e+01   2.1780000e+00
   2.2920959e+03   1.1798300e+02   3.3890400e+02   7.3151000e+01   2.1860000e+00
   2.2922485e+03   1.1986700e+02   3.4136600e+02   7.0392000e+01   2.1940000e+00
   2.2924009e+03   1.2192800e+02   3.4248600e+02   6.8582000e+01   2.2280000e+00
   2.2925532e+03   1.2102900e+02   3.4438300e+02   7.1825000e+01   2.2100000e+00
   2.2927056e+03   1.2143500e+02   3.4522600e+02   7.8323000e+01   2.1570000e+00
   2.2928579e+03   1.2248200e+02   3.4916100e+02   7.8938000e+01   2.1200000e+00
   2.2930105e+03   1.2276900e+02   3.4451800e+02   7.6490000e+01   2.1150000e+00
   2.2931628e+03   1.2128500e+02   3.3876200e+02   7.2447000e+01   2.1280000e+00
   2.2933152e+03   1.1890100e+02   3.2525900e+02   7.4777000e+01   2.1550000e+00
   2.2934675e+03   1.1758600e+02   3.1864900e+02   7.6828000e+01   2.1560000e+00
   2.2936201e+03   1.1741400e+02   3.1156000e+02   7.4135000e+01   2.1210000e+00
   2.2937725e+03   1.1565400e+02   3.1276000e+02   6.8838000e+01   2.0940000e+00
   2.2939248e+03   1.1360500e+02   3.1657700e+02   6.4462000e+01   2.0930000e+00
   2.2940771e+03   1.1206400e+02   3.2616800e+02   6.5394000e+01   2.0960000e+00
   2.2942297e+03   1.1164800e+02   3.3436600e+02   6.6251000e+01   2.0890000e+00
   2.2943821e+03   1.1260000e+02   3.3903200e+02   6.3704000e+01   2.0850000e+00
   2.2945344e+03   1.1390300e+02   3.3916400e+02   6.2646000e+01   2.1200000e+00
   2.2946868e+03   1.1419200e+02   3.2833100e+02   6.7932000e+01   2.1750000e+00
   2.2948391e+03   1.1373700e+02   3.1235500e+02   7.6891000e+01   2.1950000e+00
   2.2949917e+03   1.1338900e+02   2.9458600e+02   8.0065000e+01   2.1780000e+00
   2.2951440e+03   1.1269300e+02   2.8023900e+02   7.4964000e+01   2.1630000e+00
   2.2952964e+03   1.1054600e+02   2.6859400e+02   6.9053000e+01   2.1640000e+00
   2.2954487e+03   1.0760100e+02   2.6018300e+02   6.7192000e+01   2.1660000e+00
   2.2956013e+03   1.0692400e+02   2.5514300e+02   6.4486000e+01   2.1590000e+00
   2.2957537e+03   1.0848900e+02   2.5809800e+02   6.0429000e+01   2.1480000e+00
   2.2959060e+03   1.1199300e+02   2.6724900e+02   5.9100000e+01   2.1420000e+00
   2.2960583e+03   1.1654200e+02   2.9559200e+02   6.1797000e+01   2.1460000e+00
   2.2962109e+03   1.2252700e+02   3.2522800e+02   6.5930000e+01   2.1640000e+00
   2.2963633e+03   1.2763500e+02   3.4512600e+02   6.8907000e+01   2.1870000e+00
   2.2965156e+03   1.3143900e+02   3.5011800e+02   7.4600000e+01   2.1810000e+00
   2.2966680e+03   1.3349300e+02   3.4793500e+02   8.2559000e+01   2.1250000e+00
   2.2968203e+03   1.3407400e+02   3.4422200e+02   8.8975000e+01   2.0540000e+00
   2.2969729e+03   1.3273100e+02   3.2659500e+02   8.8341000e+01   2.0230000e+00
   2.2971252e+03   1.2722100e+02   2.9617100e+02   8.2317000e+01   2.0490000e+00
   2.2972776e+03   1.1775700e+02   2.6569100e+02   7.5135000e+01   2.1080000e+00
   2.2974299e+03   1.0768200e+02   2.4593600e+02   7.0084000e+01   2.1580000e+00
   2.2975825e+03   9.9344000e+01   2.4043300e+02   6.8602000e+01   2.1770000e+00
   2.2977349e+03   9.8470000e+01   2.3879000e+02   6.7377000e+01   2.1860000e+00
   2.2978872e+03   9.8885000e+01   2.3825900e+02   6.6323000e+01   2.2070000e+00
   2.2980396e+03   1.0010700e+02   2.3801200e+02   6.7008000e+01   2.2560000e+00
   2.2981921e+03   1.0091000e+02   2.3796300e+02   7.1189000e+01   2.2840000e+00
   2.2983445e+03   1.0221900e+02   2.3322500e+02   7.6530000e+01   2.2480000e+00
   2.2984968e+03   1.0363300e+02   2.2440100e+02   7.7318000e+01   2.1880000e+00
   2.2986492e+03   1.0422300e+02   2.1392100e+02   7.2799000e+01   2.1460000e+00
   2.2988015e+03   1.0421200e+02   2.0599800e+02   6.5075000e+01   2.1320000e+00
   2.2989541e+03   1.0397800e+02   2.0192300e+02   5.9456000e+01   2.1390000e+00
   2.2991064e+03   1.0385600e+02   2.0231200e+02   6.0972000e+01   2.1680000e+00
   2.2992588e+03   1.0389000e+02   2.0462600e+02   6.7183000e+01   2.2290000e+00
   2.2994111e+03   1.0388500e+02   2.0731100e+02   7.3092000e+01   2.2790000e+00
   2.2995637e+03   1.0349700e+02   2.0806100e+02   7.2928000e+01   2.2710000e+00
   2.2997161e+03   1.0264900e+02   2.0679600e+02   6.6681000e+01   2.2240000e+00
   2.2998684e+03   1.0136100e+02   2.0133600e+02   6.3133000e+01   2.1860000e+00
   2.3000208e+03   1.0046400e+02   1.9901600e+02   6.2938000e+01   2.1710000e+00
